,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,passenger_group,passenger_num,deck,num,side,First Name,Last Name,total_passenger,total_expense,with_family
2720,2919_01,Mars,False,D/96/S,TRAPPIST-1e,43.0,False,13.0,2119.0,315.0,0.0,261.0,Slix Kra,True,2919,1,D,96,S,Slix,Kra,3,2708.0,1
2721,2919_02,Mars,False,F/555/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Soyos Kra,True,2919,2,F,555,S,Soyos,Kra,3,0.0,1
2722,2919_03,Mars,True,F/555/S,TRAPPIST-1e,6.0,False,,0.0,0.0,0.0,0.0,Stmeal Kra,True,2919,3,F,555,S,Stmeal,Kra,3,0.0,1
2724,2925_01,Mars,False,F/609/P,TRAPPIST-1e,43.0,False,336.0,11.0,796.0,15.0,0.0,Cines Minen,True,2925,1,F,609,P,Cines,Minen,2,1158.0,1
2725,2925_02,Mars,True,F/609/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Goleer Minen,True,2925,2,F,609,P,Goleer,Minen,2,0.0,1
2728,2928_01,Europa,False,B/92/P,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,Menkibi Mander,False,2928,1,B,92,P,Menkibi,Mander,3,3701.0,1
2729,2928_02,Europa,True,B/92/P,TRAPPIST-1e,51.0,False,0.0,0.0,,0.0,0.0,Photope Caltilter,True,2928,2,B,92,P,Photope,Caltilter,3,0.0,0
2730,2928_03,Europa,True,B/92/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gluinol Mander,True,2928,3,B,92,P,Gluinol,Mander,3,0.0,1
2741,2944_01,Earth,False,F/559/S,TRAPPIST-1e,51.0,False,214.0,3.0,16.0,569.0,0.0,Min Nichoan,False,2944,1,F,559,S,Min,Nichoan,4,802.0,1
2742,2944_02,Earth,False,G/469/S,PSO J318.5-22,2.0,False,,0.0,0.0,0.0,0.0,Ernard Nichoan,False,2944,2,G,469,S,Ernard,Nichoan,4,0.0,1
2743,2944_03,Earth,True,G/469/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Sta Nichoan,False,2944,3,G,469,S,Sta,Nichoan,4,0.0,1
2744,2944_04,Earth,False,G/469/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Terta Nichoan,True,2944,4,G,469,S,Terta,Nichoan,4,0.0,1
2776,2995_01,Europa,True,B/94/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Minus Roforhauge,True,2995,1,B,94,P,Minus,Roforhauge,2,0.0,1
2777,2995_02,Europa,True,B/94/P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Marinon Roforhauge,True,2995,2,B,94,P,Marinon,Roforhauge,2,0.0,1
2781,3001_01,Europa,False,C/101/P,55 Cancri e,38.0,True,0.0,1577.0,0.0,425.0,4359.0,Phecca Shming,False,3001,1,C,101,P,Phecca,Shming,2,6361.0,1
2782,3001_02,Europa,False,C/101/P,55 Cancri e,33.0,False,0.0,1001.0,2280.0,,29.0,Dirfak Shming,True,3001,2,C,101,P,Dirfak,Shming,2,3310.0,1
2784,3004_01,Earth,True,G/473/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Card Clinantones,True,3004,1,G,473,S,Card,Clinantones,2,0.0,1
2785,3004_02,Earth,False,F/572/S,TRAPPIST-1e,32.0,False,0.0,53.0,0.0,744.0,0.0,Tin Clinantones,False,3004,2,F,572,S,Tin,Clinantones,2,797.0,1
2797,3021_01,Earth,False,G/476/S,TRAPPIST-1e,31.0,False,517.0,1.0,301.0,60.0,4.0,Deanny Spencervan,False,3021,1,G,476,S,Deanny,Spencervan,2,883.0,1
2798,3021_02,Earth,False,F/574/S,TRAPPIST-1e,37.0,False,608.0,0.0,6.0,0.0,1637.0,Billey Spencervan,False,3021,2,F,574,S,Billey,Spencervan,2,2251.0,1
2799,3022_01,Europa,False,C/102/P,TRAPPIST-1e,38.0,False,0.0,3331.0,270.0,2.0,3510.0,Ankab Speating,False,3022,1,C,102,P,Ankab,Speating,2,7113.0,1
2800,3022_02,Europa,False,C/102/P,55 Cancri e,19.0,False,0.0,329.0,0.0,3154.0,312.0,Hadirah Speating,False,3022,2,C,102,P,Hadirah,Speating,2,3795.0,1
2803,3025_01,Earth,False,G/477/S,TRAPPIST-1e,31.0,False,2.0,788.0,0.0,128.0,9.0,,True,3025,1,G,477,S,,,2,927.0,0
2804,3025_02,Earth,False,G/477/S,TRAPPIST-1e,43.0,False,45.0,8.0,0.0,607.0,44.0,Stald Fisheparks,False,3025,2,G,477,S,Stald,Fisheparks,2,704.0,0
2807,3029_01,Europa,False,C/103/P,55 Cancri e,21.0,False,0.0,878.0,82.0,360.0,1784.0,Geno Disgul,False,3029,1,C,103,P,Geno,Disgul,2,3104.0,1
2808,3029_02,Europa,,C/103/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Charga Disgul,True,3029,2,C,103,P,Charga,Disgul,2,0.0,1
2809,3030_01,Europa,False,B/97/P,55 Cancri e,30.0,False,728.0,2551.0,0.0,48.0,1804.0,Cellum Alaring,True,3030,1,B,97,P,Cellum,Alaring,2,5131.0,1
2810,3030_02,Europa,True,B/97/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Wezena Alaring,True,3030,2,B,97,P,Wezena,Alaring,2,0.0,1
2811,3032_01,Earth,False,G/478/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Raque Wolfernan,False,3032,1,G,478,S,Raque,Wolfernan,4,0.0,1
2812,3032_02,Earth,True,G/478/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Loresa Wolfernan,False,3032,2,G,478,S,Loresa,Wolfernan,4,0.0,1
2813,3032_03,Earth,False,G/478/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Andie Wolfernan,False,3032,3,G,478,S,Andie,Wolfernan,4,0.0,1
2814,3032_04,Earth,False,F/575/S,TRAPPIST-1e,30.0,False,479.0,12.0,25.0,643.0,283.0,Ritany Wolfernan,False,3032,4,F,575,S,Ritany,Wolfernan,4,1442.0,1
2824,3047_01,Mars,True,E/190/P,PSO J318.5-22,17.0,False,0.0,,0.0,0.0,0.0,Jack Quart,True,3047,1,E,190,P,Jack,Quart,2,0.0,1
2825,3047_02,Mars,False,E/190/P,TRAPPIST-1e,16.0,False,995.0,0.0,6.0,48.0,0.0,Wafros Quart,False,3047,2,E,190,P,Wafros,Quart,2,1049.0,1
2831,3060_01,Mars,False,F/581/S,TRAPPIST-1e,13.0,False,760.0,2.0,2.0,,0.0,Rowl Chman,False,3060,1,F,581,S,Rowl,Chman,3,764.0,1
2832,3060_02,Mars,False,D/98/S,TRAPPIST-1e,45.0,False,3309.0,0.0,10.0,0.0,0.0,Duckes Chman,False,3060,2,D,98,S,Duckes,Chman,3,3319.0,1
2833,3060_03,Mars,,E/201/S,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Torms Chman,False,3060,3,E,201,S,Torms,Chman,3,0.0,1
2834,3061_01,Earth,False,F/638/P,TRAPPIST-1e,22.0,False,664.0,0.0,0.0,65.0,0.0,Mela Bakericks,False,3061,1,F,638,P,Mela,Bakericks,2,729.0,0
2835,3061_02,Earth,False,G/498/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,1745.0,72.0,Ritey Hickley,False,3061,2,G,498,P,Ritey,Hickley,2,1817.0,0
2837,3063_01,Earth,True,G/499/P,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Jerrye Daughttley,True,3063,1,G,499,P,Jerrye,Daughttley,3,0.0,1
2838,3063_02,Earth,True,G/499/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Joana Daughttley,True,3063,2,G,499,P,Joana,Daughttley,3,0.0,1
2839,3063_03,Earth,False,E/192/P,TRAPPIST-1e,19.0,False,1.0,0.0,0.0,450.0,254.0,Elina Daughttley,False,3063,3,E,192,P,Elina,Daughttley,3,705.0,1
2846,3071_01,Europa,True,B/113/S,TRAPPIST-1e,16.0,False,,0.0,0.0,0.0,0.0,Saiphda Cracionfic,True,3071,1,B,113,S,Saiphda,Cracionfic,2,0.0,1
2847,3071_02,Europa,False,B/113/S,TRAPPIST-1e,26.0,False,0.0,,8.0,21.0,6023.0,Alballa Cracionfic,False,3071,2,B,113,S,Alballa,Cracionfic,2,6052.0,1
2852,3081_01,Europa,False,C/118/S,55 Cancri e,50.0,False,0.0,1547.0,0.0,1784.0,1.0,Gollux Reedall,True,3081,1,C,118,S,Gollux,Reedall,2,3332.0,1
2853,3081_02,Europa,True,C/118/S,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Sadirak Reedall,True,3081,2,C,118,S,Sadirak,Reedall,2,0.0,1
2861,3091_01,Europa,False,,TRAPPIST-1e,14.0,False,0.0,946.0,0.0,7860.0,384.0,Kitakan Wingcoling,False,3091,1,,,,Kitakan,Wingcoling,2,9190.0,1
2862,3091_02,Europa,True,D/102/S,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,Shaiaz Wingcoling,True,3091,2,D,102,S,Shaiaz,Wingcoling,2,0.0,1
2868,3100_01,Earth,False,G/485/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Farmonrada,False,3100,1,G,485,S,Andrey,Farmonrada,3,0.0,1
2869,3100_02,Earth,False,F/586/S,TRAPPIST-1e,52.0,False,809.0,0.0,0.0,0.0,0.0,Jord Farmonrada,True,3100,2,F,586,S,Jord,Farmonrada,3,809.0,1
2870,3100_03,Earth,True,G/485/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Gordo Farmonrada,True,3100,3,G,485,S,Gordo,Farmonrada,3,0.0,1
2873,3104_01,Earth,False,G/507/P,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Shally Fowles,True,3104,1,G,507,P,Shally,Fowles,2,0.0,1
2874,3104_02,Earth,True,G/507/P,TRAPPIST-1e,22.0,False,0.0,,0.0,0.0,0.0,Lorice Fowles,True,3104,2,G,507,P,Lorice,Fowles,2,0.0,1
2878,3113_01,Mars,True,D/96/P,TRAPPIST-1e,21.0,False,,0.0,0.0,0.0,0.0,Sceros Lake,True,3113,1,D,96,P,Sceros,Lake,2,0.0,1
2879,3113_02,Mars,True,D/96/P,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,Eloos Lake,True,3113,2,D,96,P,Eloos,Lake,2,0.0,1
2885,3120_01,Mars,True,E/204/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Rionk Rhuba,True,3120,1,E,204,S,Rionk,Rhuba,2,0.0,1
2886,3120_02,Mars,False,E/204/S,TRAPPIST-1e,31.0,False,691.0,3.0,68.0,286.0,0.0,Aps Rhuba,False,3120,2,E,204,S,Aps,Rhuba,2,1048.0,1
2889,3124_01,Mars,True,F/648/P,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Stax Hapie,True,3124,1,F,648,P,Stax,Hapie,3,0.0,1
2890,3124_02,Mars,False,F/648/P,TRAPPIST-1e,47.0,False,1130.0,8.0,299.0,0.0,0.0,Gech Hapie,True,3124,2,F,648,P,Gech,Hapie,3,1437.0,1
2891,3124_03,Mars,True,F/648/P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Wal Hapie,True,3124,3,F,648,P,Wal,Hapie,3,0.0,1
2892,3126_01,Europa,False,B/116/S,55 Cancri e,31.0,False,139.0,4018.0,13.0,232.0,1140.0,Zedares Foraud,True,3126,1,B,116,S,Zedares,Foraud,2,5542.0,1
2893,3126_02,Europa,False,B/116/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Foraud,True,3126,2,B,116,S,Okulas,Foraud,2,0.0,1
2896,3131_01,Earth,True,G/492/S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Salley Mckinn,True,3131,1,G,492,S,Salley,Mckinn,3,0.0,0
2897,3131_02,Earth,True,G/492/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Hardy Griffy,True,3131,2,G,492,S,Hardy,Griffy,3,0.0,1
2898,3131_03,,True,G/492/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Jamela Griffy,True,3131,3,G,492,S,Jamela,Griffy,3,0.0,1
2905,3142_01,Mars,False,F/591/S,TRAPPIST-1e,43.0,False,33.0,1117.0,59.0,0.0,16.0,Backse Cla,False,3142,1,F,591,S,Backse,Cla,2,1225.0,1
2906,3142_02,Mars,False,F/591/S,TRAPPIST-1e,32.0,False,1087.0,0.0,71.0,0.0,0.0,Fres Cla,False,3142,2,F,591,S,Fres,Cla,2,1158.0,1
2910,3149_01,Earth,False,G/494/S,TRAPPIST-1e,18.0,False,0.0,730.0,79.0,0.0,,Natha Portananney,True,3149,1,G,494,S,Natha,Portananney,2,809.0,1
2911,3149_02,Earth,True,G/494/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Katen Portananney,True,3149,2,G,494,S,Katen,Portananney,2,0.0,1
2916,3162_01,Earth,False,G/500/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Diandi Kellyons,True,3162,1,G,500,S,Diandi,Kellyons,3,0.0,0
2917,3162_02,Earth,False,F/596/S,TRAPPIST-1e,55.0,False,0.0,0.0,5.0,0.0,2409.0,Robyny Simonson,False,3162,2,F,596,S,Robyny,Simonson,3,2414.0,1
2918,3162_03,Earth,True,G/500/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Beula Simonson,False,3162,3,G,500,S,Beula,Simonson,3,0.0,1
2919,3163_01,Mars,False,F/656/P,TRAPPIST-1e,13.0,False,1007.0,0.0,142.0,295.0,0.0,Crin Vlart,False,3163,1,F,656,P,Crin,Vlart,2,1444.0,1
2920,3163_02,Mars,,F/656/P,55 Cancri e,43.0,False,4.0,0.0,1834.0,1.0,66.0,Hammet Vlart,False,3163,2,F,656,P,Hammet,Vlart,2,1905.0,1
2927,3174_01,Mars,False,D/101/P,,19.0,False,155.0,0.0,1632.0,3.0,0.0,Berios Homin,True,3174,1,D,101,P,Berios,Homin,2,1790.0,1
2928,3174_02,Mars,True,F/660/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Life Homin,True,3174,2,F,660,P,Life,Homin,2,0.0,1
2935,3184_01,Europa,False,B/117/S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Arkard Sechausive,True,3184,1,B,117,S,Arkard,Sechausive,2,0.0,1
2936,3184_02,Europa,True,B/117/S,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Tarmus Sechausive,True,3184,2,B,117,S,Tarmus,Sechausive,2,0.0,1
2939,3189_01,Mars,True,D/102/P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Weers Che,True,3189,1,D,102,P,Weers,Che,2,0.0,1
2940,3189_02,Mars,,D/102/P,TRAPPIST-1e,25.0,False,1299.0,0.0,0.0,0.0,0.0,Womel Che,False,3189,2,D,102,P,Womel,Che,2,1299.0,1
2944,3195_01,Earth,False,G/505/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Rald Litthews,False,3195,1,G,505,S,Rald,Litthews,6,0.0,1
2945,3195_02,Earth,False,G/505/S,PSO J318.5-22,60.0,False,0.0,31.0,6.0,223.0,356.0,Fredy Litthews,False,3195,2,G,505,S,Fredy,Litthews,6,616.0,1
2946,3195_03,Earth,False,G/505/S,55 Cancri e,28.0,False,0.0,0.0,675.0,31.0,0.0,Fery Litthews,True,3195,3,G,505,S,Fery,Litthews,6,706.0,1
2947,3195_04,Earth,False,G/505/S,PSO J318.5-22,11.0,False,0.0,0.0,0.0,0.0,0.0,Ralda Litthews,False,3195,4,G,505,S,Ralda,Litthews,6,0.0,1
2948,3195_05,Earth,False,,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Allena Litthews,False,3195,5,,,,Allena,Litthews,6,0.0,1
2949,3195_06,Earth,True,G/505/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Violan Litthews,False,3195,6,G,505,S,Violan,Litthews,6,0.0,1
2955,3204_01,Europa,False,A/27/P,TRAPPIST-1e,26.0,False,,1653.0,7.0,227.0,1457.0,Sadra Wirdley,False,3204,1,A,27,P,Sadra,Wirdley,3,3344.0,1
2956,3204_02,Europa,False,A/27/P,TRAPPIST-1e,47.0,False,3865.0,3810.0,0.0,12.0,196.0,Alphah Wirdley,False,3204,2,A,27,P,Alphah,Wirdley,3,7883.0,1
2957,3204_03,Europa,False,A/27/P,TRAPPIST-1e,46.0,False,0.0,131.0,,8873.0,469.0,Matan Wirdley,False,3204,3,A,27,P,Matan,Wirdley,3,9473.0,1
2961,3210_01,Europa,False,E/211/S,55 Cancri e,17.0,False,454.0,19.0,0.0,,3219.0,Charda Heeroling,False,3210,1,E,211,S,Charda,Heeroling,3,3692.0,1
2962,3210_02,Europa,False,E/211/S,55 Cancri e,20.0,False,11.0,596.0,0.0,3583.0,266.0,Aldun Clugeadry,False,3210,2,E,211,S,Aldun,Clugeadry,3,4456.0,0
2963,3210_03,Europa,False,E/211/S,TRAPPIST-1e,37.0,False,76.0,2804.0,0.0,1287.0,1229.0,Axionif Heeroling,False,3210,3,E,211,S,Axionif,Heeroling,3,5396.0,1
2964,3211_01,Earth,False,F/673/P,TRAPPIST-1e,24.0,False,11.0,0.0,9.0,2645.0,2.0,Stal Baldson,False,3211,1,F,673,P,Stal,Baldson,3,2667.0,1
2965,3211_02,Earth,False,G/521/P,55 Cancri e,43.0,False,511.0,233.0,,0.0,144.0,Maura Baldson,False,3211,2,G,521,P,Maura,Baldson,3,888.0,1
2966,3211_03,Earth,False,G/521/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Dianya Baldson,False,3211,3,G,521,P,Dianya,Baldson,3,0.0,1
2970,3216_01,Earth,True,G/509/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Eristy Haydenzier,True,3216,1,G,509,S,Eristy,Haydenzier,3,0.0,1
2971,3216_02,Earth,True,G/509/S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Jennyn Haydenzier,True,3216,2,G,509,S,Jennyn,Haydenzier,3,0.0,1
2972,3216_03,Earth,False,E/213/S,TRAPPIST-1e,23.0,False,0.0,1573.0,0.0,36.0,0.0,Inerry Haydenzier,True,3216,3,E,213,S,Inerry,Haydenzier,3,1609.0,1
2974,3218_01,Earth,False,F/606/S,TRAPPIST-1e,36.0,False,5.0,623.0,88.0,5.0,1.0,Derine Bardinard,True,3218,1,F,606,S,Derine,Bardinard,3,722.0,1
2975,3218_02,Earth,False,F/606/S,55 Cancri e,58.0,False,52.0,0.0,5.0,517.0,0.0,Lonna Bardinard,False,3218,2,F,606,S,Lonna,Bardinard,3,574.0,1
2976,3218_03,Earth,False,G/510/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Wena Bardinard,False,3218,3,G,510,S,Wena,Bardinard,3,0.0,1
2982,3225_01,Europa,True,C/120/S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Minoton Surind,True,3225,1,C,120,S,Minoton,Surind,2,0.0,1
2983,3225_02,Europa,False,C/120/S,TRAPPIST-1e,28.0,False,0.0,3281.0,0.0,68.0,341.0,Bosoneb Surind,True,3225,2,C,120,S,Bosoneb,Surind,2,3690.0,1
2989,3236_01,Earth,True,G/524/P,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Garyan Woody,True,3236,1,G,524,P,Garyan,Woody,3,0.0,1
2990,3236_02,Earth,False,F/676/P,TRAPPIST-1e,31.0,False,593.0,540.0,238.0,0.0,77.0,Carlen Woody,False,3236,2,F,676,P,Carlen,Woody,3,1448.0,1
2991,3236_03,Earth,False,E/200/P,TRAPPIST-1e,18.0,False,0.0,30.0,0.0,756.0,5.0,Anton Woody,False,3236,3,E,200,P,Anton,Woody,3,791.0,1
2992,3237_01,Mars,False,D/104/P,TRAPPIST-1e,21.0,False,1097.0,0.0,80.0,589.0,0.0,Graw Lapie,False,3237,1,D,104,P,Graw,Lapie,3,1766.0,1
2993,3237_02,Mars,False,F/677/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Chrets Lapie,True,3237,2,F,677,P,Chrets,Lapie,3,0.0,1
2994,3237_03,Mars,False,D/104/P,TRAPPIST-1e,22.0,False,2646.0,0.0,599.0,117.0,0.0,Mon Lapie,False,3237,3,D,104,P,Mon,Lapie,3,3362.0,1
3014,3271_01,Earth,True,G/532/P,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Florey Micknightt,False,3271,1,G,532,P,Florey,Micknightt,2,0.0,1
3015,3271_02,Earth,False,G/532/P,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Alley Micknightt,True,3271,2,G,532,P,Alley,Micknightt,2,0.0,1
3016,3272_01,Earth,,G/518/S,TRAPPIST-1e,40.0,False,0.0,0.0,895.0,0.0,0.0,Clarry Kellynn,True,3272,1,G,518,S,Clarry,Kellynn,2,895.0,1
3017,3272_02,Earth,True,G/518/S,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eilan Kellynn,True,3272,2,G,518,S,Eilan,Kellynn,2,0.0,1
3019,3274_01,Earth,True,G/533/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Dwigh Hahnstoneal,True,3274,1,G,533,P,Dwigh,Hahnstoneal,3,0.0,1
3020,3274_02,Earth,False,G/533/P,55 Cancri e,16.0,False,1612.0,4.0,0.0,184.0,0.0,Sallyl Hahnstoneal,False,3274,2,G,533,P,Sallyl,Hahnstoneal,3,1800.0,1
3021,3274_03,Earth,False,G/533/P,TRAPPIST-1e,64.0,,0.0,0.0,16.0,733.0,159.0,Annaha Hahnstoneal,False,3274,3,G,533,P,Annaha,Hahnstoneal,3,908.0,1
3024,3279_01,Europa,False,C/123/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Mard Whifounrew,True,3279,1,C,123,S,Mard,Whifounrew,4,0.0,1
3025,3279_02,Europa,True,C/123/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,,0.0,Grafik Whifounrew,True,3279,2,C,123,S,Grafik,Whifounrew,4,0.0,1
3026,3279_03,Europa,True,C/123/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Antinon Whifounrew,True,3279,3,C,123,S,Antinon,Whifounrew,4,0.0,1
3027,3279_04,Europa,True,C/123/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Kabiak Whifounrew,True,3279,4,C,123,S,Kabiak,Whifounrew,4,0.0,1
3028,3280_01,Earth,True,G/534/P,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,Idace Ricks,True,3280,1,G,534,P,Idace,Ricks,2,0.0,1
3029,3280_02,Earth,False,F/684/P,55 Cancri e,32.0,False,1150.0,201.0,0.0,0.0,8.0,Lilly Ricks,False,3280,2,F,684,P,Lilly,Ricks,2,1359.0,1
3030,3282_01,Europa,True,B/120/S,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,Nasl Prighty,True,3282,1,B,120,S,Nasl,Prighty,3,0.0,1
3031,3282_02,Europa,True,B/120/S,TRAPPIST-1e,60.0,,0.0,0.0,0.0,0.0,0.0,Alzird Prighty,True,3282,2,B,120,S,Alzird,Prighty,3,0.0,1
3032,3282_03,Europa,False,B/120/S,TRAPPIST-1e,43.0,False,0.0,1440.0,0.0,85.0,150.0,Sheratz Prighty,True,3282,3,B,120,S,Sheratz,Prighty,3,1675.0,1
3033,3283_01,Earth,False,F/619/S,TRAPPIST-1e,43.0,False,0.0,16.0,34.0,753.0,1.0,,False,3283,1,F,619,S,,,4,804.0,0
3034,3283_02,Earth,False,F/619/S,TRAPPIST-1e,19.0,False,64.0,0.0,453.0,174.0,6.0,Allyn Horthy,False,3283,2,F,619,S,Allyn,Horthy,4,697.0,0
3035,3283_03,Earth,False,G/521/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,646.0,138.0,Byront Strongers,False,3283,3,G,521,S,Byront,Strongers,4,784.0,0
3036,3283_04,Earth,False,G/521/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,846.0,0.0,Brank Hoopez,False,3283,4,G,521,S,Brank,Hoopez,4,846.0,0
3037,3284_01,Earth,True,G/535/P,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Kaye Holsen,True,3284,1,G,535,P,Kaye,Holsen,2,0.0,1
3038,3284_02,Earth,True,G/535/P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Olgary Holsen,True,3284,2,G,535,P,Olgary,Holsen,2,0.0,1
3039,3287_01,Earth,False,G/522/S,PSO J318.5-22,2.0,False,,0.0,0.0,0.0,0.0,Jeron Carlsonney,True,3287,1,G,522,S,Jeron,Carlsonney,3,0.0,1
3040,3287_02,Earth,False,,TRAPPIST-1e,22.0,False,718.0,2.0,50.0,0.0,0.0,Jerrye Carlsonney,True,3287,2,,,,Jerrye,Carlsonney,3,770.0,1
3041,3287_03,Earth,False,F/621/S,55 Cancri e,18.0,False,0.0,,14.0,625.0,0.0,Therie Carlsonney,False,3287,3,F,621,S,Therie,Carlsonney,3,639.0,1
3043,3292_01,Europa,True,B/121/S,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Sarino Dianket,True,3292,1,B,121,S,Sarino,Dianket,5,0.0,1
3044,3292_02,Europa,False,,55 Cancri e,52.0,False,13.0,6074.0,0.0,10385.0,299.0,Auvab Dianket,False,3292,2,,,,Auvab,Dianket,5,16771.0,1
3045,3292_03,Europa,True,B/121/S,55 Cancri e,14.0,False,,0.0,0.0,,0.0,Coxak Brakepined,True,3292,3,B,121,S,Coxak,Brakepined,5,0.0,0
3046,3292_04,Europa,False,B/121/S,TRAPPIST-1e,25.0,True,0.0,0.0,0.0,0.0,0.0,Acruxon Discuous,True,3292,4,B,121,S,Acruxon,Discuous,5,0.0,0
3047,3292_05,Europa,True,B/121/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Golaron Dianket,True,3292,5,B,121,S,Golaron,Dianket,5,0.0,1
3049,3294_01,Earth,True,G/537/P,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,Shard Georgasey,True,3294,1,G,537,P,Shard,Georgasey,2,0.0,1
3050,3294_02,Earth,True,G/537/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Elinda Georgasey,False,3294,2,G,537,P,Elinda,Georgasey,2,0.0,1
3056,3300_01,Mars,True,F/688/P,,38.0,False,0.0,0.0,0.0,0.0,0.0,Fis Fla,True,3300,1,F,688,P,Fis,Fla,2,0.0,1
3057,3300_02,Mars,False,F/688/P,TRAPPIST-1e,47.0,False,378.0,0.0,117.0,1147.0,132.0,Quan Fla,False,3300,2,F,688,P,Quan,Fla,2,1774.0,1
3058,3301_01,Earth,True,G/525/S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Tyle Domington,True,3301,1,G,525,S,Tyle,Domington,4,0.0,1
